mse_id,udyam_no,enterprise_name,org_type,gender_owner,social_category,specially_abled,state,district,pin_code,nic_5digit,major_activity,classification,employees,investment_lakh,description,products,ondc_domain,b2b_or_b2c,current_business_state,has_gstin,has_pan,has_catalogue,has_devices,has_printer,workshop_interest,language,mobile_number
MSE-04332,UDYAM-UP-14-9361389,Laxmi Foam & Fabrics,Proprietary,Male,General,No,Uttar Pradesh,Mirzapur,372972,31005,Manufacturing,Micro,5,1.0,We manufacture cookware and stationery in Mirzapur. Supplying to local shops and traders for over 20 years.,cookware|stationery|home decor items,RET16,Both,Only offline,No,No,Yes,Yes,Yes,Yes,kn,9855500110
MSE-04333,UDYAM-DL-02-9551391,Poornima Cotton Ginning & Pressing Factory,Partnership,Male,General,No,Delhi,North West,311509,13111,Manufacturing,Small,5,110.0,"Small unit making artificial jewellery, kids garments and kurtis. Quality products at wholesale rates.",artificial jewellery|kids garments|kurtis,RET12,B2C,Only offline,No,No,No,Yes,No,Yes,hi,9220017731
MSE-04334,UDYAM-TN-12-3756007,Raju Chicken Shop,Proprietary,Male,SC,No,Tamil Nadu,Erode,840976,56304,Services,Micro,2,1.0,We manufacture sweets and snacks in Erode. Supplying to local shops and traders for over 9 years.,sweets|snacks|bakery items,RET11,B2C,Only offline,Yes,Yes,No,Yes,No,No,ta,9619989802
MSE-04335,UDYAM-MH-10-9390332,New Star Bakery,Partnership,Male,General,No,Maharashtra,Nashik,544534,10711,Manufacturing,Micro,9,20.0,"Small unit making atta, papad and jaggery. Quality products at wholesale rates.",atta|papad|jaggery,RET10,B2C,Both,No,Yes,No,Yes,No,Yes,hi,9488680456
MSE-04336,UDYAM-BR-20-7396472,Shivam Metal Pressing And Spinning,Proprietary,Female,General,No,Bihar,Siwan,712608,24202,Manufacturing,Micro,5,5.0,Shivam Metal Pressing And Spinning is a micro enterprise producing machine parts. We want to sell online across India.,machine parts|hand tools|industrial fittings,RET1B,B2C,Both,No,Yes,No,Yes,No,Yes,te,9846049295
MSE-04337,UDYAM-RJ-20-1655113,S.T. Engineering Works,Proprietary,Male,General,No,Rajasthan,Ganganagar,806417,25920,Services,Micro,6,6.0,"Hum Ganganagar mein hand tools aur steel fabrication banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",hand tools|steel fabrication|industrial fittings,RET1B,B2B,Only offline,Yes,No,No,No,No,Yes,bn,9895719901
MSE-04338,UDYAM-UP-17-8514676,Sunita Enterprises,Proprietary,Female,General,No,Uttar Pradesh,Agra,223632,13999,Manufacturing,Micro,2,2.0,Sunita Enterprises is a micro enterprise producing artificial jewellery. We want to sell online across India.,artificial jewellery|denim jeans|handbags,RET12,Both,Only offline,Yes,Yes,No,No,Yes,Yes,bn,9639287819
MSE-04339,UDYAM-PB-10-5671840,Arpit Textiles,Proprietary,Female,General,No,Punjab,Patiala,811832,13999,Manufacturing,Micro,5,3.0,We manufacture handbags and kids garments in Patiala. Supplying to local shops and traders for over 8 years.,handbags|kids garments|denim jeans,RET12,B2C,Only offline,No,No,Yes,Yes,Yes,No,bn,9834686256
MSE-04340,UDYAM-MH-32-2112365,Rajesh Narayan Khandagale,Proprietary,Male,General,Yes,Maharashtra,Jalgaon,441257,25999,Manufacturing,Micro,9,12.0,"Hum Jalgaon mein steel fabrication aur hand tools banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",steel fabrication|hand tools|industrial fittings,RET1B,B2C,Only offline,No,Yes,No,Yes,No,No,ta,9697988107
MSE-04341,UDYAM-AS-08-1571281,Santkrupa Tredars,Proprietary,Male,General,No,Assam,Kokrajhar,498535,10301,Services,Micro,2,3.0,"Small unit making pickles, atta and ghee. Quality products at wholesale rates.",pickles|atta|ghee,RET10,Both,Only offline,Yes,Yes,Yes,Yes,No,Yes,kn,9492517473
MSE-04342,UDYAM-WB-02-7609513,Ashok General Store,Proprietary,Male,General,No,West Bengal,Nadia,599415,56291,Services,Micro,1,1.0,"Small unit making sweets, bakery items and beverages. Quality products at wholesale rates.",sweets|bakery items|beverages,RET11,Both,Only offline,Yes,Yes,No,Yes,No,Yes,hi,9131367727
MSE-04343,UDYAM-AS-24-1964263,Sneharaj Krushi Seva Kendra,Proprietary,Male,General,No,Assam,Sivasagar,223470,20211,Services,Micro,1,10.0,We manufacture face creams and ayurvedic cosmetics in Sivasagar. Supplying to local shops and traders for over 18 years.,face creams|ayurvedic cosmetics|attar perfumes,RET13,B2B,Both,Yes,No,No,No,No,No,en,9131373376
MSE-04344,UDYAM-TG-29-3606983,Chuski Tea House And Company,Proprietary,Male,General,No,Telangana,Medak,313580,56292,Services,Micro,2,1.0,We manufacture sweets and tiffin meals in Medak. Supplying to local shops and traders for over 14 years.,sweets|tiffin meals|snacks,RET11,B2C,Both,No,Yes,Yes,Yes,No,No,hi,9625688036
MSE-04345,UDYAM-RJ-24-0486971,Small World,Proprietary,Male,OBC,No,Rajasthan,Alwar,344498,32409,Services,Micro,3,3.0,हम soft toys और wooden toys बनाते हैं। हमारा काम Alwar में है और हम ऑनलाइन बेचना चाहते हैं।,soft toys|wooden toys|educational toys,RET17,Both,Both,No,Yes,Yes,Yes,Yes,Yes,en,9192572785
MSE-04346,UDYAM-RJ-12-7037605,Santosh Provision,Proprietary,Male,SC,No,Rajasthan,Sikar,651324,56291,Services,Micro,6,4.0,हम snacks और tiffin meals बनाते हैं। हमारा काम Sikar में है और हम ऑनलाइन बेचना चाहते हैं।,snacks|tiffin meals|sweets,RET11,B2C,Only offline,Yes,No,Yes,Yes,No,No,hi,9881046940
MSE-04347,UDYAM-GJ-23-0745679,Sarkar Kirana And General Stores,Proprietary,Male,General,No,Gujarat,Surat,656854,56291,Services,Micro,2,2.0,हम bakery items और catering food बनाते हैं। हमारा काम Surat में है और हम ऑनलाइन बेचना चाहते हैं।,bakery items|catering food|tiffin meals,RET11,B2C,Only offline,No,Yes,No,No,No,Yes,en,9389824242
MSE-04348,UDYAM-DL-07-7759702,Nikita Style,Proprietary,Female,SC,No,Delhi,East,221196,14301,Manufacturing,Micro,1,1.0,"Hum East mein denim jeans aur kids garments banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",denim jeans|kids garments|handbags,RET12,B2B,Only offline,No,Yes,No,Yes,No,Yes,mr,9423322979
MSE-04349,UDYAM-MP-31-7061610,Neeta Novelty Nx,Proprietary,Female,General,No,Madhya Pradesh,Ratlam,214224,32402,Services,Micro,2,5.0,"Hum Ratlam mein soft toys aur board games banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",soft toys|board games|wooden toys,RET17,B2C,Only offline,No,Yes,No,Yes,No,No,en,9775009819
MSE-04350,UDYAM-KA-11-1165749,Aim Mahila Udyog,Limited Liability Partnership,Female,SC,No,Karnataka,Mysuru,128379,10796,Manufacturing,Small,4,100.0,हम masala powders और ghee बनाते हैं। हमारा काम Mysuru में है और हम ऑनलाइन बेचना चाहते हैं।,masala powders|ghee|dry fruits,RET10,B2C,Only offline,Yes,Yes,No,Yes,No,No,ta,9428265427
MSE-04351,UDYAM-AP-24-1778517,Hotel Shivswami And Canteen,Proprietary,Female,General,No,Andhra Pradesh,Kakinada,668799,10307,Manufacturing,Micro,5,5.0,Hotel Shivswami And Canteen is a micro enterprise producing ghee. We want to sell online across India.,ghee|pickles|papad,RET10,B2B,Only offline,Yes,Yes,No,Yes,No,No,hi,9861910476
MSE-04352,UDYAM-KA-05-7023207,Anand Dairy,Proprietary,Male,General,No,Karnataka,Belagavi,786261,56303,Services,Micro,1,4.0,We manufacture bakery items and tiffin meals in Belagavi. Supplying to local shops and traders for over 2 years.,bakery items|tiffin meals|snacks,RET11,B2C,Only offline,Yes,Yes,No,Yes,Yes,Yes,gu,9881519273
MSE-04353,UDYAM-MP-27-6957037,Jay Bajrang Bali Cloth Center,Proprietary,Female,General,No,Madhya Pradesh,Bhopal,843465,14101,Manufacturing,Micro,1,1.0,"Humari unit handbags banati hai. 6 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",handbags|kurtis|artificial jewellery,RET12,B2C,Both,Yes,No,No,Yes,No,Yes,hi,9378701802
MSE-04354,UDYAM-UP-10-9477987,Yugandhara Board Industries Pvt Ltd,Private Limited Company,Male,General,No,Uttar Pradesh,Ayodhya,281828,17099,Manufacturing,Micro,22,6.0,हम brass handicrafts और bedsheets बनाते हैं। हमारा काम Ayodhya में है और हम ऑनलाइन बेचना चाहते हैं।,brass handicrafts|bedsheets|cookware,RET16,B2C,Only offline,Yes,Yes,No,Yes,Yes,No,gu,9569462741
MSE-04355,UDYAM-MP-33-2836113,Madhu Praveen Jain,Proprietary,Female,General,No,Madhya Pradesh,Vidisha,321780,13999,Manufacturing,Small,8,125.0,हम leather footwear और handbags बनाते हैं। हमारा काम Vidisha में है और हम ऑनलाइन बेचना चाहते हैं।,leather footwear|handbags|kurtis,RET12,B2B,Only online,No,Yes,No,Yes,No,No,te,9848949274
MSE-04356,UDYAM-MP-29-3549110,Bagal Kirana,Proprietary,Male,General,No,Madhya Pradesh,Indore,225057,56102,Services,Micro,2,5.0,हम bakery items और snacks बनाते हैं। हमारा काम Indore में है और हम ऑनलाइन बेचना चाहते हैं।,bakery items|snacks|sweets,RET11,Both,Only offline,Yes,No,No,Yes,No,No,gu,9562598355
MSE-04357,UDYAM-MH-07-3659798,Sai Siddhi Life Care Private Limited,Private Limited Company,Male,OBC,No,Maharashtra,Kolhapur,745207,21009,Manufacturing,Small,5,100.0,We manufacture surgical supplies and medical devices in Kolhapur. Supplying to local shops and traders for over 8 years.,surgical supplies|medical devices|generic medicines,RET19,Both,Both,No,Yes,No,Yes,No,Yes,en,9966468138
MSE-04358,UDYAM-AP-10-2382677,K.B.Gupta Kirana Stores,Proprietary,Male,General,No,Andhra Pradesh,Kakinada,833280,56292,Services,Micro,1,3.0,We manufacture sweets and beverages in Kakinada. Supplying to local shops and traders for over 3 years.,sweets|beverages|tiffin meals,RET11,B2B,Both,No,Yes,Yes,Yes,Yes,Yes,hi,9760104400
MSE-04359,UDYAM-DL-34-9164281,Bhaveshwari Furniture And Fabricator,Proprietary,Male,General,No,Delhi,North West,694268,16299,Manufacturing,Micro,1,2.0,Bhaveshwari Furniture And Fabricator is a micro enterprise producing stationery. We want to sell online across India.,stationery|cookware|curtains,RET16,B2C,Both,No,Yes,Yes,Yes,Yes,Yes,hi,9390552022
MSE-04360,UDYAM-AP-21-5297500,Jmd Corporation,Proprietary,Female,General,No,Andhra Pradesh,Nandyal,159576,32120,Manufacturing,Micro,3,2.0,"Hum Nandyal mein kids garments aur cotton sarees banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",kids garments|cotton sarees|kurtis,RET12,B2C,Only offline,No,Yes,Yes,Yes,No,Yes,hi,9647594916
MSE-04361,UDYAM-UP-05-3552767,Shivam Mess,Proprietary,Female,SC,No,Uttar Pradesh,Sant Kabeer Nagar,704562,56291,Services,Micro,3,2.0,"Small unit making snacks, catering food and sweets. Quality products at wholesale rates.",snacks|catering food|sweets,RET11,Both,Only offline,Yes,No,No,Yes,No,No,bn,9528250575
MSE-04362,UDYAM-KL-09-0567059,Chand Footwear,Proprietary,Male,General,No,Kerala,Malappuram,452885,15201,Manufacturing,Micro,3,3.0,"Humari unit kids garments banati hai. 12 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",kids garments|handbags|leather footwear,RET12,B2B,Only offline,No,Yes,No,Yes,No,Yes,hi,9128611690
MSE-04363,UDYAM-KL-29-0210322,Chandra Enterprises,Proprietary,Female,General,No,Kerala,Palakkad,375141,18129,Services,Micro,1,1.0,"Humari unit cookware banati hai. 19 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",cookware|bedsheets|wooden furniture,RET16,B2C,Only offline,Yes,Yes,No,Yes,No,Yes,te,9262268856
MSE-04364,UDYAM-UP-01-9735013,Supreme Ice-Cream,Proprietary,Male,General,No,Uttar Pradesh,Sitapur,373407,10505,Manufacturing,Micro,1,1.0,"Humari unit jaggery banati hai. 13 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",jaggery|dry fruits|spices,RET10,B2C,Only offline,No,Yes,Yes,Yes,No,No,en,9831060299
MSE-04365,UDYAM-GJ-33-2694790,Magic Bakers,Proprietary,Male,General,No,Gujarat,Vadodara,386488,10712,Manufacturing,Micro,2,4.0,हम atta और papad बनाते हैं। हमारा काम Vadodara में है और हम ऑनलाइन बेचना चाहते हैं।,atta|papad|dry fruits,RET10,Both,Only offline,Yes,Yes,No,No,No,Yes,en,9568564265
MSE-04366,UDYAM-PB-29-1736633,Taloja Ispat Private Limited,Private Limited Company,Male,General,No,Punjab,Shahid Bhagat Singh Nagar,415060,10613,Manufacturing,Micro,5,2.0,"Hum Shahid Bhagat Singh Nagar mein ghee aur jaggery banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",ghee|jaggery|pickles,RET10,Both,Only offline,No,No,No,Yes,Yes,No,bn,9114097894
MSE-04367,UDYAM-PB-09-3391531,Garib Nawaz Chicken Shop,Self Help Group,Male,General,No,Punjab,Patiala,530402,10101,Services,Micro,2,1.0,"Small unit making masala powders, pickles and ghee. Quality products at wholesale rates.",masala powders|pickles|ghee,RET10,B2B,Only offline,No,Yes,No,Yes,No,No,kn,9244147077
MSE-04368,UDYAM-TG-23-0199018,Nanaso Turmeric And Turmeric Products,Proprietary,Male,General,No,Telangana,Vikarabad,496054,10304,Manufacturing,Micro,5,5.0,"Hum Vikarabad mein pickles aur atta banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",pickles|atta|spices,RET10,B2C,Only offline,Yes,Yes,No,Yes,No,Yes,en,9674532674
MSE-04369,UDYAM-TG-22-9295125,Icarefurnishers,Proprietary,Male,OBC,No,Telangana,Sangareddy,245738,31001,Services,Small,2,20.0,Icarefurnishers is a small enterprise producing home decor items. We want to sell online across India.,home decor items|brass handicrafts|cookware,RET16,B2C,Only offline,Yes,Yes,No,Yes,No,No,hi,9299914827
MSE-04370,UDYAM-MH-23-6221512,K R Enterprises,Proprietary,Male,General,No,Maharashtra,Thane,379014,22209,Manufacturing,Small,7,40.0,We manufacture wooden furniture and home decor items in Thane. Supplying to local shops and traders for over 5 years.,wooden furniture|home decor items|brass handicrafts,RET16,B2C,Only online,Yes,Yes,No,Yes,No,Yes,ta,9775407003
MSE-04371,UDYAM-MH-05-4300374,Shri Ganesh Provision Stores,Proprietary,Female,General,No,Maharashtra,Beed,525006,56291,Services,Micro,2,3.0,हम bakery items और catering food बनाते हैं। हमारा काम Beed में है और हम ऑनलाइन बेचना चाहते हैं।,bakery items|catering food|tiffin meals,RET11,B2C,Both,No,Yes,No,Yes,Yes,Yes,bn,9800092696
MSE-04372,UDYAM-MH-33-4575522,Swami Enterprises,Proprietary,Male,General,No,Maharashtra,Pune,506336,14101,Manufacturing,Micro,2,2.0,We manufacture kids garments and leather footwear in Pune. Supplying to local shops and traders for over 7 years.,kids garments|leather footwear|kurtis,RET12,B2C,Only offline,Yes,Yes,No,Yes,Yes,Yes,hi,9986615536
MSE-04373,UDYAM-KA-09-3742141,Thorat Jewellers,Proprietary,Male,General,No,Karnataka,Bagalkot,180751,32119,Services,Micro,1,5.0,"Humari unit cotton sarees banati hai. 18 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",cotton sarees|artificial jewellery|kids garments,RET12,B2C,Only offline,Yes,No,No,Yes,No,Yes,hi,9357970539
MSE-04374,UDYAM-RJ-09-6426198,Jui Tailoring,Proprietary,Female,SC,No,Rajasthan,Bikaner,295565,14105,Manufacturing,Micro,2,1.0,We manufacture kurtis and cotton sarees in Bikaner. Supplying to local shops and traders for over 2 years.,kurtis|cotton sarees|handbags,RET12,B2C,Only offline,Yes,Yes,No,Yes,No,Yes,bn,9976993887
MSE-04375,UDYAM-MP-08-6822741,Vividha Agarbatti Work,Proprietary,Male,General,No,Madhya Pradesh,Guna,277335,20238,Manufacturing,Micro,4,1.0,"Humari unit ayurvedic cosmetics banati hai. 18 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",ayurvedic cosmetics|herbal soaps|attar perfumes,RET13,Both,Only offline,No,Yes,No,Yes,Yes,No,hi,9535680023
MSE-04376,UDYAM-RJ-33-7183449,S R Enterprises,Proprietary,Female,SC,No,Rajasthan,Udaipur,472090,18129,Services,Micro,2,2.0,"Hum Udaipur mein brass handicrafts aur home decor items banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",brass handicrafts|home decor items|stationery,RET16,Both,Both,No,Yes,No,Yes,No,Yes,gu,9466729132
MSE-04377,UDYAM-MH-16-0110107,Vashant Makwana,Proprietary,Female,General,No,Maharashtra,Mumbai,527376,30921,Services,Small,1,18.0,"Hum Mumbai mein two-wheeler accessories aur car care products banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",two-wheeler accessories|car care products|auto spare parts,RET1A,B2C,Both,Yes,Yes,No,No,No,Yes,hi,9889774411
MSE-04378,UDYAM-TN-23-3736595,Omega Fishmeal And Oil Private Limited,Private Limited Company,Male,General,No,Tamil Nadu,Chennai,208252,10207,Manufacturing,Small,50,400.0,हम dry fruits और namkeen बनाते हैं। हमारा काम Chennai में है और हम ऑनलाइन बेचना चाहते हैं।,dry fruits|namkeen|spices,RET10,B2C,Both,No,Yes,No,Yes,Yes,No,gu,9498196049
MSE-04379,UDYAM-MH-27-7142216,Me Agatya Oranaments Wholeseles & Retal,Proprietary,Male,SC,No,Maharashtra,Ahmednagar,847573,32111,Manufacturing,Micro,2,2.0,"Small unit making artificial jewellery, denim jeans and handbags. Quality products at wholesale rates.",artificial jewellery|denim jeans|handbags,RET12,B2B,Only offline,No,Yes,No,No,No,Yes,en,9719540617
MSE-04380,UDYAM-MH-24-5479880,Magic Gold.,Proprietary,Female,General,No,Maharashtra,Kolhapur,617740,32111,Manufacturing,Micro,1,1.0,We manufacture kids garments and denim jeans in Kolhapur. Supplying to local shops and traders for over 14 years.,kids garments|denim jeans|handbags,RET12,B2C,Only offline,No,No,No,Yes,No,Yes,en,9757472006
MSE-04381,UDYAM-WB-34-3596229,Om Trading Company,Proprietary,Female,General,No,West Bengal,Paschim Bardhaman,526825,56101,Services,Small,7,12.0,हम tiffin meals और beverages बनाते हैं। हमारा काम Paschim Bardhaman में है और हम ऑनलाइन बेचना चाहते हैं।,tiffin meals|beverages|snacks,RET11,B2C,Only offline,No,Yes,No,Yes,Yes,Yes,hi,9125497740
MSE-04382,UDYAM-HR-27-0634285,New Sahyadri Rolling Shutters And Fabricators,Proprietary,Male,General,No,Haryana,Jhajjar,834262,25999,Manufacturing,Micro,2,3.0,"Small unit making hand tools, fasteners and industrial fittings. Quality products at wholesale rates.",hand tools|fasteners|industrial fittings,RET1B,B2C,Only online,No,Yes,No,Yes,No,No,te,9592633378
MSE-04383,UDYAM-DL-17-9628084,Royal Palace Family Restaurant,Proprietary,Female,General,No,Delhi,North West,183257,56102,Manufacturing,Micro,9,22.0,"Humari unit catering food banati hai. 11 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",catering food|bakery items|sweets,RET11,B2B,Only offline,No,Yes,No,Yes,Yes,Yes,hi,9606047862
MSE-04384,UDYAM-TG-33-7560939,Aarohi Caterers,Proprietary,Male,General,No,Telangana,Rajanna Sircilla,125730,56210,Services,Micro,5,5.0,हम snacks और sweets बनाते हैं। हमारा काम Rajanna Sircilla में है और हम ऑनलाइन बेचना चाहते हैं।,snacks|sweets|bakery items,RET11,Both,Only offline,Yes,Yes,Yes,Yes,No,No,ta,9916469797
MSE-04385,UDYAM-WB-27-3158738,Samruddhi Enterprises,Proprietary,Male,SC,No,West Bengal,Uttar Dinajpur,655606,22209,Manufacturing,Micro,2,5.0,"Humari unit brass handicrafts banati hai. 7 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",brass handicrafts|curtains|stationery,RET16,B2C,Only offline,No,Yes,No,Yes,No,Yes,hi,9609439309
MSE-04386,UDYAM-GJ-15-8066236,Sai Kirana And General Stores Prop Mr. Rajendra Laxmandas Amesar,Proprietary,Male,General,No,Gujarat,Ahmadabad,764482,56291,Services,Micro,1,2.0,"Small unit making snacks, bakery items and sweets. Quality products at wholesale rates.",snacks|bakery items|sweets,RET11,B2C,Only online,No,Yes,No,Yes,No,Yes,ta,9488067730
MSE-04387,UDYAM-TN-05-7103598,Baby Beauty Parlour,Proprietary,Male,General,No,Tamil Nadu,Thiruvarur,700219,20237,Manufacturing,Micro,2,5.0,Baby Beauty Parlour is a micro enterprise producing herbal soaps. We want to sell online across India.,herbal soaps|ayurvedic cosmetics|attar perfumes,RET13,B2B,Only offline,No,Yes,Yes,Yes,No,Yes,kn,9304044811
MSE-04388,UDYAM-MH-30-1936801,Rk Creations,Proprietary,Female,General,No,Maharashtra,Satara,829663,14101,Services,Micro,2,2.0,Rk Creations is a micro enterprise producing denim jeans. We want to sell online across India.,denim jeans|kurtis|cotton sarees,RET12,B2C,Only offline,Yes,Yes,Yes,Yes,No,No,en,9926779249
MSE-04389,UDYAM-MH-15-5943098,M/S Fishermans Dhaba,Partnership,Male,General,No,Maharashtra,Nashik,670152,56104,Services,Small,8,25.0,हम beverages और sweets बनाते हैं। हमारा काम Nashik में है और हम ऑनलाइन बेचना चाहते हैं।,beverages|sweets|snacks,RET11,B2C,Only offline,No,Yes,Yes,Yes,No,Yes,hi,9523872896
MSE-04390,UDYAM-MH-25-3555037,N.D.Patil Industries Private Limited,Private Limited Company,Male,General,No,Maharashtra,Mumbai,520913,10795,Manufacturing,Micro,5,25.0,"Hum Mumbai mein papad aur dry fruits banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",papad|dry fruits|spices,RET10,B2C,Both,No,Yes,Yes,No,No,No,gu,9986754479
MSE-04391,UDYAM-RJ-32-4792499,Majhi Wada Pav Center,Proprietary,Female,General,No,Rajasthan,Bharatpur,308528,56102,Services,Micro,2,1.0,We manufacture bakery items and catering food in Bharatpur. Supplying to local shops and traders for over 14 years.,bakery items|catering food|snacks,RET11,B2B,Both,Yes,Yes,Yes,Yes,No,Yes,ta,9501485638
MSE-04392,UDYAM-UP-27-7419340,M/S Lata Floor Mill,Proprietary,Male,SC,No,Uttar Pradesh,Amroha,755348,10611,Services,Micro,2,1.0,"Humari unit masala powders banati hai. 15 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",masala powders|namkeen|papad,RET10,B2C,Only offline,No,Yes,Yes,Yes,No,Yes,hi,9445787707
MSE-04393,UDYAM-RJ-14-4953457,Swaromkar Dining Hall,Proprietary,Female,General,No,Rajasthan,Jaipur,353262,56101,Services,Small,20,80.0,"Humari unit bakery items banati hai. 3 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",bakery items|sweets|beverages,RET11,B2C,Only online,No,Yes,No,Yes,No,Yes,hi,9434117329
MSE-04394,UDYAM-HR-18-7724881,Bhagya Shree Pav Bhaji Center,Proprietary,Male,General,No,Haryana,Panipat,805112,56292,Services,Micro,2,1.0,हम bakery items और snacks बनाते हैं। हमारा काम Panipat में है और हम ऑनलाइन बेचना चाहते हैं।,bakery items|snacks|catering food,RET11,B2C,Only offline,No,No,No,Yes,No,Yes,ta,9935156298
MSE-04395,UDYAM-KL-34-8010271,Sai Bhojanalay,Proprietary,Male,General,No,Kerala,Ernakulam,151662,56292,Services,Micro,1,1.0,"Small unit making bakery items, beverages and catering food. Quality products at wholesale rates.",bakery items|beverages|catering food,RET11,Both,Both,No,Yes,No,Yes,Yes,Yes,kn,9340168231
MSE-04396,UDYAM-GJ-19-0630235,Foodoxo Fastfood India Opc Private Limited,Private Limited Company,Male,General,No,Gujarat,Morbi,617241,56102,Services,Micro,3,2.0,We manufacture catering food and bakery items in Morbi. Supplying to local shops and traders for over 4 years.,catering food|bakery items|tiffin meals,RET11,Both,Only offline,Yes,No,Yes,Yes,Yes,Yes,mr,9536150784
MSE-04397,UDYAM-BR-28-2248589,J.B.I Perfumes,Proprietary,Male,General,No,Bihar,Samastipur,210370,20234,Services,Micro,6,2.0,हम herbal soaps और hair oil बनाते हैं। हमारा काम Samastipur में है और हम ऑनलाइन बेचना चाहते हैं।,herbal soaps|hair oil|attar perfumes,RET13,B2C,Both,No,Yes,No,Yes,No,Yes,gu,9915407725
MSE-04398,UDYAM-MP-01-7003978,Krushna Pan Centar,Self Help Group,Male,ST,No,Madhya Pradesh,Ashoknagar,784564,56291,Services,Micro,2,1.0,Krushna Pan Centar is a micro enterprise producing snacks. We want to sell online across India.,snacks|sweets|bakery items,RET11,B2C,Only offline,No,Yes,No,Yes,No,Yes,hi,9616898459
MSE-04399,UDYAM-KA-19-6269649,Etra Services,Proprietary,Female,OBC,No,Karnataka,Bengaluru (Urban),394366,13996,Manufacturing,Micro,7,6.0,"Hum Bengaluru (Urban) mein artificial jewellery aur kids garments banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",artificial jewellery|kids garments|handbags,RET12,B2C,Only offline,No,Yes,Yes,Yes,No,Yes,te,9579911710
MSE-04400,UDYAM-CG-18-0656193,Anjali Ladies Wear And Cosmetics,Proprietary,Female,SC,No,Chhattisgarh,Balod Bazar,240688,14101,Manufacturing,Micro,2,2.0,Anjali Ladies Wear And Cosmetics is a micro enterprise producing leather footwear. We want to sell online across India.,leather footwear|denim jeans|kids garments,RET12,B2C,Only offline,No,No,Yes,Yes,No,Yes,hi,9810855992
MSE-04401,UDYAM-MH-13-1016987,Sonu Fashion,Proprietary,Male,General,No,Maharashtra,Parbhani,777831,14101,Services,Micro,2,5.0,We manufacture handbags and kids garments in Parbhani. Supplying to local shops and traders for over 14 years.,handbags|kids garments|kurtis,RET12,B2C,Only offline,No,No,No,Yes,No,Yes,hi,9550369804
MSE-04402,UDYAM-MH-23-4590594,Shubh Bangles,Proprietary,Male,General,No,Maharashtra,Beed,296538,32120,Manufacturing,Micro,6,1.0,We manufacture cotton sarees and leather footwear in Beed. Supplying to local shops and traders for over 19 years.,cotton sarees|leather footwear|handbags,RET12,Both,Only offline,No,Yes,No,Yes,No,Yes,hi,9822972506
MSE-04403,UDYAM-AP-01-6482269,Shree Ganesh Industries,Proprietary,Male,General,No,Andhra Pradesh,Vizianagaram,361394,10614,Manufacturing,Small,5,27.0,"Hum Vizianagaram mein pickles aur dry fruits banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",pickles|dry fruits|spices,RET10,Both,Only offline,No,Yes,No,Yes,Yes,Yes,en,9714941806
MSE-04404,UDYAM-BR-04-4031707,Prithvi Opticians,Proprietary,Male,General,No,Bihar,Purbi  Champaran,649769,32507,Services,Micro,1,5.0,"Hum Purbi  Champaran mein herbal products aur health supplements banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",herbal products|health supplements|fitness equipment,RET18,B2B,Both,Yes,Yes,No,Yes,No,Yes,bn,9913659686
MSE-04405,UDYAM-GJ-30-1084810,Appa Mirchi Masale,Proprietary,Male,General,No,Gujarat,Bhavnagar,533745,10795,Manufacturing,Micro,2,5.0,"Humari unit jaggery banati hai. 11 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",jaggery|dry fruits|spices,RET10,B2C,Only offline,No,Yes,No,Yes,No,Yes,mr,9118645477
MSE-04406,UDYAM-BR-03-0384490,M/S Pachfule Amrutulya Hotel,Proprietary,Male,General,No,Bihar,Purbi  Champaran,636555,56291,Services,Micro,4,5.0,"Small unit making beverages, bakery items and snacks. Quality products at wholesale rates.",beverages|bakery items|snacks,RET11,B2C,Only offline,Yes,Yes,No,Yes,Yes,Yes,hi,9326741405
MSE-04407,UDYAM-MP-23-6603650,Sunrise Plastics.,Partnership,Male,General,No,Madhya Pradesh,Indore,141445,22209,Manufacturing,Micro,6,15.0,"Small unit making bedsheets, brass handicrafts and stationery. Quality products at wholesale rates.",bedsheets|brass handicrafts|stationery,RET16,Both,Only offline,No,Yes,Yes,Yes,No,Yes,hi,9961696878
